1;0.0;1.0;0;0;1
2;5.0251256281407036E-5;1.0;1;1;1
3;5.0251256281407036E-5;1.02;1;1;5
4;0.005427135678391959;1.02;1;1;5
5;0.015527638190954774;1.05;3;3;5
6;0.011005025125628141;1.06;2;3;5
7;0.0051256281407035175;1.04;2;3;5
8;0.009597989949748744;1.02;2;3;5
9;0.0025628140703517588;1.02;4;4;5
10;0.011507537688442211;1.04;3;4;5
11;0.019949748743718593;1.01;2;4;5
12;0.009597989949748744;1.04;3;4;5
13;0.011909547738693467;1.05;3;4;5
14;0.01185929648241206;1.05;3;4;5
15;0.011959798994974874;1.03;4;4;5
16;0.015577889447236181;1.04;3;4;5
17;0.008693467336683417;1.06;3;4;5
18;0.028542713567839197;1.05;4;4;5
19;0.01693467336683417;1.09;3;4;5
20;0.030201005025125627;1.06;5;5;5
21;0.019748743718592966;1.06;3;5;5
22;0.03442211055276382;1.01;3;5;5
23;0.016381909547738695;1.07;3;5;5
24;0.02150753768844221;1.07;6;6;7
25;0.029748743718592964;1.03;3;6;7
26;0.023165829145728643;1.07;3;6;7
27;0.03557788944723618;1.07;3;6;7
28;0.025477386934673368;1.02;4;6;7
29;0.030050251256281406;1.07;3;6;7
30;0.03442211055276382;1.09;5;6;7
31;0.02814070351758794;1.03;3;6;7
32;0.06110552763819096;1.09;3;6;7
33;0.07668341708542714;1.13;4;6;7
34;0.09266331658291457;1.17;3;6;7
35;0.10517587939698493;1.14;4;6;7
36;0.12170854271356783;1.15;3;6;7
37;0.11753768844221106;1.18;4;6;7
38;0.12497487437185929;1.2;4;6;7
39;0.11663316582914574;1.19;3;6;7
40;0.10060301507537689;1.17;4;6;7
41;0.10301507537688442;1.19;4;6;7
42;0.1199497487437186;1.17;3;6;7
43;0.12115577889447236;1.22;6;6;7
44;0.10150753768844221;1.2;4;6;7
45;0.07035175879396985;1.2;4;6;7
46;0.10954773869346733;1.17;8;8;7
47;0.08703517587939698;1.14;8;8;7
48;0.10331658291457287;1.18;6;8;7
49;0.11246231155778895;1.16;3;8;7
50;0.12597989949748745;1.24;3;8;7
51;0.10326633165829145;1.36;6;8;37
52;0.09487437185929648;1.32;4;8;37
53;0.09658291457286432;1.21;4;8;37
54;0.15246231155778894;1.27;4;8;37
55;0.12236180904522613;1.17;3;8;37
56;0.1306532663316583;1.16;5;8;37
57;0.1049748743718593;1.17;4;8;37
58;0.12316582914572864;1.14;5;8;37
59;0.12346733668341708;1.28;3;8;37
60;0.11462311557788944;1.24;4;8;37
61;0.1451256281407035;1.23;4;8;37
62;0.08537688442211055;1.17;4;8;37
63;0.08763819095477388;1.18;5;8;37
64;0.09723618090452261;1.23;4;8;37
65;0.10246231155778894;1.22;5;8;37
66;0.10889447236180905;1.21;3;8;37
67;0.11100502512562814;1.2;4;8;37
68;0.10040201005025126;1.2;4;8;37
69;0.10331658291457287;1.24;5;8;37
70;0.10648241206030151;1.23;3;8;37
71;0.11763819095477387;1.2;3;8;37
72;0.07050251256281408;1.19;3;8;37
73;0.11085427135678393;1.2;4;8;37
74;0.1391457286432161;1.21;4;8;37
75;0.12080402010050251;1.24;4;8;37
76;0.12487437185929648;1.22;6;8;37
77;0.1135678391959799;1.2;4;8;37
78;0.13251256281407034;1.2;5;8;37
79;0.11708542713567839;1.2;4;8;37
80;0.0850251256281407;1.14;3;8;37
81;0.145678391959799;1.2;4;8;37
82;0.1071356783919598;1.19;3;8;37
83;0.10165829145728643;1.23;3;8;37
84;0.09658291457286432;1.22;3;8;37
85;0.09688442211055276;1.16;3;8;37
86;0.1192462311557789;1.29;3;8;37
87;0.12738693467336684;1.26;4;8;37
88;0.11035175879396984;1.17;4;8;37
89;0.09507537688442211;1.17;4;8;37
90;0.18668341708542713;1.26;4;8;37
91;0.13989949748743719;1.21;3;8;37
92;0.12231155778894473;1.18;3;8;37
93;0.09587939698492462;1.14;4;8;37
94;0.1206532663316583;1.17;3;8;37
95;0.14371859296482412;1.18;3;8;37
96;0.08170854271356784;1.13;3;8;37
97;0.1157286432160804;1.21;5;8;37
98;0.10447236180904522;1.15;4;8;37
99;0.14035175879396986;1.2;3;8;37
100;0.13814070351758795;1.34;3;8;37
