1;0.0;1.03;0;0;5
2;0.0257;1.05;2;2;5
3;0.0259;1.06;3;3;5
4;0.0256;1.05;3;3;5
5;0.0474;1.05;3;3;5
6;0.0629;1.05;3;3;5
7;0.0678;1.07;5;5;5
8;0.0809;1.11;5;5;7
9;0.0859;1.06;5;5;7
10;0.096;1.1;5;5;7
11;0.1068;1.08;5;5;7
12;0.0896;1.08;4;5;7
13;0.1513;1.1;4;5;7
14;0.1234;1.12;4;5;7
15;0.1114;1.1;4;5;7
16;0.145;1.13;5;5;7
17;0.1116;1.09;4;5;7
18;0.106;1.06;4;5;7
19;0.1247;1.1;5;5;7
20;0.1274;1.08;4;5;7
21;0.148;1.17;5;5;7
22;0.097;1.1;4;5;7
23;0.0996;1.06;4;5;7
24;0.1012;1.05;4;5;7
25;0.0832;1.06;5;5;7
26;0.0987;1.12;4;5;7
27;0.0984;1.11;4;5;7
28;0.1;1.13;4;5;7
29;0.0904;1.12;5;5;7
30;0.1028;1.15;5;5;7
31;0.1008;1.11;5;5;7
32;0.1035;1.14;5;5;7
33;0.1052;1.15;5;5;7
34;0.1284;1.11;5;5;7
35;0.1494;1.18;5;5;7
36;0.1071;1.13;5;5;7
37;0.1092;1.1;4;5;7
38;0.1372;1.07;4;5;7
39;0.1755;1.19;4;5;7
40;0.1254;1.13;4;5;7
41;0.1438;1.16;4;5;7
42;0.1209;1.14;4;5;9
43;0.1556;1.16;4;5;9
44;0.1322;1.17;4;5;9
45;0.1044;1.12;4;5;9
46;0.128;1.15;4;5;9
47;0.1261;1.21;6;6;9
48;0.1325;1.07;4;6;9
49;0.1651;1.13;4;6;9
50;0.1033;1.11;4;6;9
51;0.1265;1.18;4;6;9
52;0.1263;1.11;4;6;9
53;0.1403;1.17;4;6;9
54;0.1508;1.15;4;6;9
55;0.1229;1.16;5;6;9
56;0.1137;1.18;4;6;9
57;0.1234;1.14;4;6;9
58;0.1387;1.18;4;6;9
59;0.1455;1.17;4;6;9
60;0.1407;1.11;4;6;9
61;0.1097;1.15;4;6;9
62;0.1448;1.19;4;6;9
63;0.1081;1.09;4;6;9
64;0.1339;1.19;5;6;9
65;0.1314;1.12;4;6;9
66;0.1381;1.14;4;6;9
67;0.1279;1.11;4;6;9
68;0.1187;1.16;4;6;9
69;0.1257;1.14;4;6;9
70;0.1314;1.18;4;6;9
71;0.1629;1.2;4;6;9
72;0.1535;1.17;4;6;9
73;0.1255;1.13;4;6;9
74;0.1364;1.1;4;6;9
75;0.1425;1.12;4;6;9
76;0.1454;1.14;5;6;9
77;0.1442;1.14;4;6;9
78;0.1612;1.08;5;6;9
79;0.1402;1.1;4;6;9
80;0.1354;1.1;6;6;9
81;0.1769;1.16;6;6;9
82;0.1349;1.09;6;6;9
83;0.1248;1.07;6;6;9
84;0.1306;1.11;4;6;9
85;0.1347;1.1;4;6;9
86;0.1226;1.11;4;6;9
87;0.1338;1.1;4;6;9
88;0.1403;1.09;4;6;9
89;0.1694;1.21;10;10;15
90;0.1886;1.15;10;10;15
91;0.1489;1.11;10;10;15
92;0.1405;1.09;10;10;15
93;0.1436;1.15;10;10;15
94;0.1226;1.09;10;10;15
95;0.1269;1.1;10;10;15
96;0.1236;1.1;10;10;15
97;0.1164;1.09;10;10;15
98;0.1397;1.1;10;10;15
99;0.1931;1.1;10;10;15
100;0.1398;1.12;10;10;15
101;0.1186;1.09;10;10;15
102;0.1357;1.12;10;10;15
103;0.1817;1.16;10;10;15
104;0.1446;1.12;10;10;15
105;0.1688;1.13;10;10;15
106;0.1641;1.12;10;10;15
107;0.1445;1.08;10;10;15
108;0.1152;1.15;10;10;15
109;0.1291;1.1;10;10;15
110;0.1254;1.08;10;10;15
111;0.151;1.09;10;10;15
112;0.1617;1.13;10;10;15
113;0.1428;1.1;10;10;15
114;0.1545;1.12;10;10;15
115;0.1724;1.14;10;10;15
116;0.1487;1.11;10;10;15
117;0.1346;1.11;10;10;15
118;0.1519;1.14;10;10;15
119;0.1799;1.16;10;10;15
120;0.1373;1.16;10;10;15
121;0.1399;1.15;10;10;15
122;0.1165;1.1;10;10;15
123;0.1429;1.09;10;10;15
124;0.1359;1.1;10;10;15
125;0.119;1.14;10;10;15
126;0.1285;1.12;10;10;15
127;0.1167;1.15;10;10;15
128;0.1373;1.15;10;10;15
129;0.122;1.13;10;10;15
130;0.2117;1.23;10;10;15
131;0.1269;1.12;10;10;15
132;0.1526;1.58;10;10;89
133;0.1366;1.15;10;10;89
134;0.1454;1.12;10;10;89
135;0.1351;1.13;10;10;89
136;0.0998;1.13;10;10;89
137;0.1578;1.15;10;10;89
138;0.1027;1.1;10;10;89
139;0.1269;1.15;10;10;89
140;0.1472;1.13;10;10;89
141;0.1187;1.14;10;10;89
142;0.1242;1.09;10;10;89
143;0.1452;1.13;10;10;89
144;0.1338;1.08;10;10;89
145;0.1255;1.09;10;10;89
146;0.1257;1.11;10;10;89
147;0.1476;1.15;10;10;89
148;0.1637;1.13;10;10;89
149;0.1567;1.15;10;10;89
150;0.1714;1.12;10;10;89
151;0.1301;1.11;10;10;89
152;0.1006;1.09;10;10;89
153;0.1722;1.13;10;10;89
154;0.1239;1.14;10;10;89
155;0.1442;1.12;10;10;89
156;0.1448;1.09;10;10;89
157;0.1398;1.15;10;10;89
