1;0.446;2.64;4;4;6
2;0.8575;3.0;5;5;10
3;1.5703;3.39;7;7;10
4;2.2318;3.74;7;7;10
5;2.5547;3.885;7;7;10
6;2.4139;3.815;7;7;10
7;2.0055;3.45;6;7;10
8;2.0794;3.615;11;11;10
9;2.097;3.735;11;11;11
10;2.2315;3.825;10;11;14
11;2.318;3.645;10;11;14
12;2.1251;3.6;10;11;14
13;2.0244;3.635;10;11;14
14;2.0766;3.61;11;11;14
15;1.9505;3.925;11;11;14
16;1.7172;3.65;10;11;14
17;1.7663;3.61;11;11;14
18;1.7005;3.645;11;11;14
19;1.5711;3.66;10;11;14
20;1.9399;3.68;10;11;14
21;1.5004;3.58;10;11;14
22;1.6083;3.665;10;11;14
23;1.6602;3.795;10;11;14
24;1.7828;3.68;10;11;14
25;1.5888;3.765;10;11;14
26;1.9807;3.81;9;11;14
27;1.7058;3.49;10;11;14
28;1.6553;3.555;10;11;14
29;1.4505;3.65;10;11;14
30;1.68;3.825;10;11;14
31;1.6063;3.915;10;11;14
32;1.4704;3.77;10;11;14
33;1.672;3.76;10;11;14
34;1.8711;3.77;10;11;14
35;1.8811;3.945;10;11;14
36;1.6736;3.68;10;11;14
37;1.8647;3.845;10;11;14
38;1.8779;3.81;11;11;14
39;1.8633;3.735;10;11;14
40;1.8826;3.775;11;11;14
41;1.77;3.635;10;11;14
42;1.6952;3.41;10;11;14
43;1.8707;3.64;10;11;14
44;1.7278;3.47;10;11;14
45;1.8099;3.73;10;11;14
46;1.3982;3.52;10;11;14
47;1.7905;3.725;10;11;14
48;1.7921;3.63;10;11;14
49;1.6176;3.735;11;11;14
50;1.5415;3.56;10;11;14
51;1.4128;3.695;10;11;14
52;1.3729;3.43;11;11;14
53;1.2827;3.35;10;11;14
54;1.5317;3.715;10;11;14
55;1.3527;3.665;14;14;14
56;1.8128;3.815;10;14;14
57;1.3953;3.635;10;14;14
58;1.5223;3.6;10;14;14
59;1.5166;3.44;10;14;14
60;1.5478;3.575;11;14;14
61;1.6069;3.74;11;14;14
62;1.5966;3.645;12;14;14
63;1.6117;3.49;10;14;14
64;1.6436;3.74;10;14;14
65;1.4012;3.42;10;14;15
66;1.6405;3.655;10;14;15
67;1.4097;3.565;10;14;15
68;1.4825;3.4;11;14;15
69;1.5561;3.645;11;14;15
70;1.937;3.655;11;14;15
71;1.3958;3.57;11;14;15
72;1.5079;3.6;10;14;15
73;1.7159;3.62;10;14;15
74;1.6884;3.605;10;14;15
75;1.5749;3.47;12;14;15
76;1.6748;3.55;10;14;15
77;1.536;3.435;11;14;15
78;1.1349;3.385;10;14;15
79;1.5807;3.57;10;14;15
80;1.5915;3.65;10;14;15
81;1.6211;3.715;11;14;15
82;1.5054;3.665;10;14;15
83;1.7102;3.565;10;14;15
84;1.3525;3.485;10;14;15
85;1.6253;3.6;10;14;15
86;1.4627;3.75;10;14;15
87;1.3464;3.535;11;14;15
88;1.5595;3.73;11;14;15
89;1.694;3.685;10;14;19
90;1.5163;3.54;11;14;19
91;1.6251;3.53;11;14;19
92;1.3459;3.455;11;14;19
93;1.4429;3.62;10;14;19
94;1.557;3.62;10;14;19
95;1.4057;3.465;12;14;19
96;1.183;3.415;10;14;19
97;1.4065;3.595;11;14;19
98;1.4973;3.725;11;14;19
