207;1.96;5;5
208;2.08;5;5
209;2.08;5;5
210;2.2;5;5
211;2.1;5;5
212;2.08;5;5
213;2.16;5;5
214;2.12;5;5
215;2.0;5;5
216;2.06;5;5
217;2.12;5;5
218;2.16;5;5
219;2.08;5;5
220;2.1;5;5
221;2.72;67;67
222;2.64;67;67
223;2.78;67;67
224;2.88;67;67
225;2.7;67;67
226;2.8;67;67
227;2.58;67;67
228;2.58;67;67
229;2.76;67;67
230;2.66;67;67
231;2.72;67;67
232;2.84;67;67
233;2.76;67;67
234;2.74;67;67
235;2.58;67;67
236;2.52;67;67
237;2.66;67;67
238;2.78;67;67
239;2.6;67;67
240;2.76;67;67
241;2.66;67;67
242;2.76;67;67
243;2.74;67;67
244;2.6;67;67
245;2.62;67;67
246;2.56;67;67
247;2.62;67;67
248;2.94;67;67
249;2.76;67;67
250;2.74;67;67
251;2.8;67;67
252;2.72;67;67
253;2.66;67;67
254;2.96;67;67
255;2.9;67;67
256;2.74;67;67
257;2.44;67;67
258;2.6;67;67
259;2.76;67;67
260;2.84;67;67
261;2.6;67;67
262;2.8;67;67
263;2.8;67;67
264;2.56;67;67
265;2.62;67;67
266;2.74;67;67
267;2.76;67;67
268;3.6;101;101
269;2.82;101;101
270;2.98;101;101
271;2.94;101;101
272;3.08;101;101
273;3.08;101;101
274;2.92;101;101
275;3.0;101;101
276;3.28;101;101
277;2.88;101;101
278;2.98;101;101
279;3.08;101;101
280;2.92;101;101
281;3.0;101;101
282;2.94;101;101
283;2.98;101;101
284;2.98;101;101
285;2.96;101;101
286;3.0;101;101
287;2.98;101;101
288;3.08;101;101
289;3.18;101;101
290;3.18;101;101
291;3.12;101;101
292;3.2;101;101
293;3.16;101;101
294;3.16;101;101
295;3.24;101;101
296;3.0;101;101
297;3.16;101;101
298;3.04;101;101
299;3.14;101;101
300;2.92;101;101
301;2.98;101;101
302;3.02;101;101
303;2.9;101;101
304;3.02;101;101
305;3.18;101;101
306;3.1;101;101
307;3.02;101;101
