1;1.0;1;1
2;1.02;3;3
3;1.06;3;3
4;1.06;3;3
5;1.12;3;3
6;1.16;3;3
7;1.18;5;5
8;1.24;7;7
9;1.2;7;7
10;1.24;7;7
11;1.28;7;7
12;1.32;7;7
13;1.32;7;7
14;1.38;7;7
15;1.34;7;7
16;1.38;7;7
17;1.38;7;7
18;1.38;7;7
19;1.36;7;7
20;1.28;7;7
21;1.36;7;7
22;1.44;7;7
23;1.38;7;7
24;1.38;7;7
25;1.3;7;7
26;1.4;7;7
27;1.34;7;7
28;1.42;7;7
29;1.38;7;7
30;1.38;7;7
31;1.36;7;7
32;1.38;7;7
33;1.46;7;7
34;1.36;7;7
35;1.38;7;7
36;1.46;7;7
37;1.38;7;7
38;1.42;7;7
39;1.4;7;7
40;1.38;7;7
41;1.44;7;7
42;1.34;7;7
43;1.42;7;7
44;1.38;7;7
45;1.34;7;7
46;1.38;7;7
47;1.38;7;7
48;1.4;7;7
49;1.38;7;7
50;1.34;7;7
51;1.44;7;7
52;1.38;7;7
53;1.4;7;7
54;1.4;7;7
55;1.34;7;7
56;1.38;7;7
57;1.44;7;7
58;1.34;7;7
59;1.4;7;7
60;1.38;7;7
61;1.48;7;7
62;1.44;7;7
63;1.42;7;7
64;1.42;7;7
65;1.48;7;7
66;1.38;7;7
67;1.4;7;7
68;1.36;7;7
69;1.36;7;7
70;1.4;7;7
71;1.42;7;7
72;1.44;7;7
73;1.38;7;7
74;1.4;7;7
75;1.44;9;9
76;1.36;9;9
77;1.4;9;9
78;1.52;9;9
79;1.44;9;9
80;1.42;9;9
81;1.44;9;9
82;1.4;9;9
83;1.42;9;9
84;1.38;9;9
85;1.44;9;9
86;1.42;9;9
87;1.4;9;9
88;1.44;9;9
89;1.4;9;9
90;1.42;9;9
91;1.4;9;9
92;1.38;9;9
93;1.38;9;9
94;1.42;9;9
95;1.32;9;9
96;1.38;9;9
97;1.36;9;9
98;1.38;9;9
99;1.38;9;9
100;1.5;9;9
101;1.42;9;9
102;1.36;9;9
103;1.38;9;9
104;1.4;9;9
105;1.42;9;9
106;1.42;9;9
107;1.42;9;9
108;1.52;9;9
109;1.38;9;9
110;1.46;9;9
111;1.42;9;9
112;1.4;9;9
113;1.52;9;9
114;1.46;9;9
115;1.4;9;9
116;1.38;9;9
117;1.48;9;9
118;1.4;9;9
119;1.5;9;9
120;1.52;9;9
121;1.5;9;9
122;1.36;9;9
123;1.38;9;9
124;1.42;9;9
125;1.5;9;9
126;1.44;9;9
127;1.38;9;9
128;1.44;9;9
129;1.54;9;9
130;1.48;9;9
131;1.46;9;9
132;1.44;9;9
133;1.5;9;9
134;1.4;9;9
135;1.4;9;9
136;1.38;9;9
137;1.36;9;9
138;1.36;9;9
139;1.38;9;9
140;1.38;9;9
141;1.38;9;9
142;1.48;9;9
143;1.38;9;9
144;1.4;9;9
